token,start_time,end_time,total_minutes,data_points,coverage_percent,avg_gap_seconds,max_gap_minutes,min_price,max_price,price_volatility
2ban8tt99mhYf9hCXygvSUWDTxNAq54YQGGP3iNFpump,2024-10-29 18:46:00,2024-11-14 19:53:00,23107.0,23108,100.0043276929069,60.0,1.0,3.0935723710151405e-06,0.0226756875108057,20.176454650647443
2ban8tt99mhYf9hCXygvSUWDTxNAq54YQGGP3iNFpump,2024-10-29 18:46:00,2024-11-15 06:47:00,23761.0,23762,100.00420857708008,60.0,1.0,3.0935723710151405e-06,0.0226756875108057,20.372493664609472
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,2024-10-25 03:55:00,2024-11-14 20:27:00,29792.0,29793,100.00335660580022,60.0,1.0,4.911720295188594e-05,0.014358379483901,0.4976377067995744
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,2024-10-25 03:55:00,2024-11-15 08:20:00,30505.0,30506,100.00327815112277,60.0,1.0,4.911720295188594e-05,0.014358379483901,0.5042688209019899
2GMEDWxPhdBicySMjUky49UHgXutxQ8SJjWyrcKPpump,2024-10-15 22:06:00,2024-11-14 22:05:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0004015254024445,0.0028598718255823,0.40244315511559764
2GMEDWxPhdBicySMjUky49UHgXutxQ8SJjWyrcKPpump,2024-10-16 12:58:00,2024-11-15 12:57:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0004015254024445,0.0028598718255823,0.4016074099742267
2hpRcNUThuP4211CarNRhDUAm1Ty1h3iexCuiwfTpump,2024-10-29 20:06:00,2024-11-14 20:27:00,23061.0,23062,100.00433632539784,60.0,1.0,3.81406806985618e-06,0.0005357230067496,1.7502086056504143
2hpRcNUThuP4211CarNRhDUAm1Ty1h3iexCuiwfTpump,2024-10-29 20:06:00,2024-11-15 08:20:00,23774.0,23775,100.00420627576344,60.0,1.0,3.81406806985618e-06,0.0005357230067496,1.719655740049844
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,2024-10-26 00:57:00,2024-11-14 22:00:00,28623.0,28624,100.00349369388255,60.0,1.0,3.4384274109297646e-05,0.008050344120056,0.8319531704441656
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,2024-10-26 00:57:00,2024-11-15 12:42:00,29505.0,29506,100.0033892560583,60.0,1.0,3.4384274109297646e-05,0.008050344120056,0.82125045494801
2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,2024-10-15 19:46:00,2024-11-14 19:45:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001438270044616,0.0445950010021754,0.7151459237399289
2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,2024-10-16 06:26:00,2024-11-15 06:25:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001438270044616,0.0445950010021754,0.6941435577089317
2m2zsQkktkiC96iMtc8X5nXinscXrgLUvAowXvU3pump,2024-10-26 20:42:00,2024-11-14 21:54:00,27432.0,27433,100.00364537766113,60.0,1.0,8.74932980354235e-06,0.0004947282862993,1.3328027659773694
2m2zsQkktkiC96iMtc8X5nXinscXrgLUvAowXvU3pump,2024-10-26 20:42:00,2024-11-15 12:27:00,28305.0,28306,100.0035329447094,60.0,1.0,8.74932980354235e-06,0.0004947282862993,1.3268946156960495
2odHeumkiJx46YyNHeZvDjMwsoNhpAgFQuipT96npump,2024-10-29 05:13:00,2024-11-14 20:03:00,23930.0,23931,100.00417885499373,60.0,1.0,7.682823133324797e-05,0.0013750124291695,0.43838452218853025
2odHeumkiJx46YyNHeZvDjMwsoNhpAgFQuipT96npump,2024-10-29 05:13:00,2024-11-15 07:16:00,24603.0,24604,100.0040645449742,60.0,1.0,7.682823133324797e-05,0.0013750124291695,0.43500612821763107
2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,2024-10-26 21:39:00,2024-11-14 20:06:00,27267.0,27268,100.00366743682841,60.0,1.0,8.722121368955864e-05,0.002945339406763,0.8608238013527006
2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,2024-10-26 21:39:00,2024-11-15 07:24:00,27945.0,27946,100.00357845768472,60.0,1.0,8.722121368955864e-05,0.002945339406763,0.8649116648379237
2xtF1kZQQ14dvVjTsAASPM5Jxax9Gpat8tMETegqpump,2024-10-27 05:46:00,2024-11-14 20:53:00,26827.0,26828,100.00372758787788,60.0,1.0,6.743604615755385e-05,0.0033094072520365,0.24401512090290886
2xtF1kZQQ14dvVjTsAASPM5Jxax9Gpat8tMETegqpump,2024-10-27 05:46:00,2024-11-15 09:35:00,27589.0,27590,100.00362463300591,60.0,1.0,6.743604615755385e-05,0.0033094072520365,0.2433226048283833
2yPfaQuvHtM7ztvjKnfRB6vPhtwwFF1AqzKVNaJoNiM1,2024-10-29 17:36:00,2024-11-14 20:19:00,23203.0,23204,100.00430978752748,60.0,1.0,1.1325596550052262e-05,0.0003724571966724,0.902542223914151
2yPfaQuvHtM7ztvjKnfRB6vPhtwwFF1AqzKVNaJoNiM1,2024-10-29 17:36:00,2024-11-15 08:01:00,23905.0,23906,100.00418322526667,60.0,1.0,1.1325596550052262e-05,0.0003724571966724,0.8926667347962113
32i3VKoMrkY1sszZSsYF3o6zejiiTs1xh5jgqMHDpump,2024-10-19 18:59:00,2024-11-14 21:04:00,37565.0,37566,100.00266205244243,60.0,1.0,1.8936116491280028e-05,0.0101865244161824,1.414358165846547
32i3VKoMrkY1sszZSsYF3o6zejiiTs1xh5jgqMHDpump,2024-10-19 18:59:00,2024-11-15 10:05:00,38346.0,38347,100.00260783393313,60.0,1.0,1.8936116491280028e-05,0.0101865244161824,1.422733127893682
33aY2XDYFfbANyBKGiAGUb7kYb4sY9SqPcUZPrwRpump,2024-10-29 17:03:00,2024-11-14 19:42:00,23199.0,23200,100.00431053062633,60.0,1.0,2.1638966101978272e-05,0.0049642559825431,2.3745709954459744
33aY2XDYFfbANyBKGiAGUb7kYb4sY9SqPcUZPrwRpump,2024-10-29 17:03:00,2024-11-15 06:17:00,23834.0,23835,100.00419568683394,60.0,1.0,2.1638966101978272e-05,0.0049642559825431,2.2339068251095533
33MD3pqkgJzD4uvtYqfxZ5V8j7fPpZeToikiXhtkpump,2024-10-29 04:02:00,2024-11-14 20:45:00,24043.0,24044,100.00415921474027,60.0,1.0,6.368577722324508e-06,0.0002975103245617,0.7214192517480318
33MD3pqkgJzD4uvtYqfxZ5V8j7fPpZeToikiXhtkpump,2024-10-29 04:02:00,2024-11-15 09:13:00,24791.0,24792,100.00403372191522,60.0,1.0,6.368577722324508e-06,0.0002975103245617,0.7051023159524786
33rVymHHPxfMvg4EHKBRF3h8a37cG7Et3eQWZzAkpump,2024-10-15 20:58:00,2024-11-14 20:56:00,43198.0,43199,100.00231492198712,60.0,1.0,0.001663635386612,0.006888917927355,0.29051011293557377
33rVymHHPxfMvg4EHKBRF3h8a37cG7Et3eQWZzAkpump,2024-10-16 09:44:00,2024-11-15 09:43:00,43199.0,43200,100.00231486839972,60.0,1.0,0.001663635386612,0.006888917927355,0.295664888882635
39mp4M95uDVfRjzmiKxfjvcyviGsEUbBxqpUTPUupump,2024-10-26 09:01:00,2024-11-14 22:16:00,28155.0,28156,100.00355176700408,60.0,1.0,1.1239986014021566e-05,0.0012880692988953,1.9874754305473048
39mp4M95uDVfRjzmiKxfjvcyviGsEUbBxqpUTPUupump,2024-10-26 09:01:00,2024-11-15 13:28:00,29067.0,29068,100.00344032751917,60.0,1.0,1.1239986014021566e-05,0.0012880692988953,2.0088965258047193
39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,2024-10-15 19:46:00,2024-11-14 19:45:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001048612568285,0.0835933605122319,1.1187098074952502
39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,2024-10-16 06:25:00,2024-11-15 06:24:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001048612568285,0.0870623777943582,1.1226520721956774
3BeJ9zCgQhaqKMu2HgKJ79yQBChD1Pf3hPwRX44fpump,2024-10-15 20:13:00,2024-11-14 20:12:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0008884008920267,0.0165994391971808,0.6286353796540273
3BeJ9zCgQhaqKMu2HgKJ79yQBChD1Pf3hPwRX44fpump,2024-10-16 07:40:00,2024-11-15 07:39:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0008884008920267,0.0165994391971808,0.624541899060229
3BpRk7eDSg1GPsY5qkLATeMc9sYiKRS1V6p4RPNFpump,2024-10-29 07:38:00,2024-11-14 21:44:00,23886.0,23887,100.00418655279245,60.0,1.0,3.656250722073176e-06,7.906300177588842e-05,0.7000050029373935
3BpRk7eDSg1GPsY5qkLATeMc9sYiKRS1V6p4RPNFpump,2024-10-29 07:38:00,2024-11-15 11:57:00,24739.0,24740,100.00404220057399,60.0,1.0,3.656250722073176e-06,7.906300177588842e-05,0.6874180538200004
3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,2024-10-16 23:12:00,2024-11-14 20:06:00,41574.0,41575,100.0024053494973,60.0,1.0,1.3766733803897291e-05,0.0490977463147444,0.9232104104552336
3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,2024-10-16 23:12:00,2024-11-15 07:24:00,42252.0,42253,100.00236675186973,60.0,1.0,1.3766733803897291e-05,0.0490977463147444,0.9258139418718402
3Ei8SaoL4JWZv1XsWePqiAjVtb7QtpJbV2TSuURmpump,2024-10-19 03:06:00,2024-11-14 21:41:00,38555.0,38556,100.00259369731552,60.0,1.0,1.8448050386035083e-05,0.0207955209067337,1.549619285026623
3Ei8SaoL4JWZv1XsWePqiAjVtb7QtpJbV2TSuURmpump,2024-10-19 03:06:00,2024-11-15 11:50:00,39404.0,39405,100.00253781341996,60.0,1.0,1.8448050386035083e-05,0.0207955209067337,1.5298529307654298
3HYx6a9whu5a4dnzE62WNXg46MrEmu9LFxutR2YBpump,2024-10-22 16:19:00,2024-11-14 20:32:00,33373.0,33374,100.00299643424324,60.0,1.0,4.96639668994043e-05,0.0683544722992228,1.9156916487960358
3HYx6a9whu5a4dnzE62WNXg46MrEmu9LFxutR2YBpump,2024-10-22 16:19:00,2024-11-15 08:35:00,34096.0,34097,100.00293289535429,60.0,1.0,4.96639668994043e-05,0.0683544722992228,1.912584507570438
3JgFwoYV74f6LwWjQWnr3YDPFnmBdwQfNyubv99jqUoq,2024-10-15 21:00:00,2024-11-14 20:59:00,43199.0,43200,100.00231486839972,60.0,1.0,3.846006005311345e-09,5.913143552511603e-07,0.39364185359209797
3JgFwoYV74f6LwWjQWnr3YDPFnmBdwQfNyubv99jqUoq,2024-10-16 09:51:00,2024-11-15 09:50:00,43199.0,43200,100.00231486839972,60.0,1.0,3.846006005311345e-09,5.913143552511603e-07,0.39862813733181784
3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,2024-10-16 17:06:00,2024-11-14 21:09:00,42003.0,42004,100.00238078232506,60.0,1.0,0.000146490198571,0.0061465950800811,0.4174798542283525
3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,2024-10-16 17:06:00,2024-11-15 10:20:00,42794.0,42795,100.00233677618357,60.0,1.0,0.000146490198571,0.0061465950800811,0.42501003893691736
3R49ZACNKMPdzwtRb5eXfqNRmcHp9R4NppNhKtRhpump,2024-10-29 19:44:00,2024-11-14 21:27:00,23143.0,23144,100.00432096098173,60.0,1.0,4.892311637589538e-06,0.0001114293291084,0.5223406838694336
3R49ZACNKMPdzwtRb5eXfqNRmcHp9R4NppNhKtRhpump,2024-10-29 19:44:00,2024-11-15 11:12:00,23968.0,23969,100.00417222963951,60.0,1.0,4.892311637589538e-06,0.0001114293291084,0.5119258044255095
3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,2024-10-29 13:44:00,2024-11-14 19:37:00,23393.0,23394,100.00427478305475,60.0,1.0,9.68845856291546e-09,0.1502710093244822,7.484235212537346
3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,2024-10-29 13:44:00,2024-11-15 06:02:00,24018.0,24019,100.00416354400865,60.0,1.0,9.68845856291546e-09,0.1502710093244822,7.584962120136618
3XFiHA2gexzBjqtM5Z7FjJhP6f28D2m79UihBCfkpump,2024-10-15 21:22:00,2024-11-14 21:20:00,43198.0,43199,100.00231492198712,60.0,1.0,0.0007584498581636,0.0093928832767424,0.5617561552489391
3XFiHA2gexzBjqtM5Z7FjJhP6f28D2m79UihBCfkpump,2024-10-16 10:51:00,2024-11-15 10:50:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0007584498581636,0.0093928832767424,0.5530675382866369
3xv6pWP1oVENMkZAASxoiAF4dFH9PGVtDnVw8xrbpump,2024-10-23 06:01:00,2024-11-14 21:20:00,32599.0,32600,100.00306757876007,60.0,1.0,3.931537930589101e-05,0.0022046869312273,0.7615445534728871
3xv6pWP1oVENMkZAASxoiAF4dFH9PGVtDnVw8xrbpump,2024-10-23 06:01:00,2024-11-15 10:50:00,33409.0,33410,100.00299320542369,60.0,1.0,3.931537930589101e-05,0.0022046869312273,0.7696755875223019
41EaZbiAtiBM2TEbbDFyp4rLY8q78Xiegiw2KMqRpump,2024-10-28 23:22:00,2024-11-14 22:10:00,24408.0,24409,100.00409701737136,60.0,1.0,3.667146584453775e-06,8.804307637432909e-05,0.6437224829255707
41EaZbiAtiBM2TEbbDFyp4rLY8q78Xiegiw2KMqRpump,2024-10-28 23:22:00,2024-11-15 13:12:00,25310.0,25311,100.00395100750691,60.0,1.0,3.667146584453775e-06,8.804307637432909e-05,0.632583372753203
41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,2024-10-17 18:54:00,2024-11-14 22:09:00,40515.0,40516,100.00246822164631,60.0,1.0,4.497757066580982e-05,0.0040375434037582,1.0111215757372658
41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,2024-10-17 18:54:00,2024-11-15 13:05:00,41411.0,41412,100.00241481731906,60.0,1.0,4.497757066580982e-05,0.0040375434037582,0.9944874529325118
46RN3PxRWtoPhu4jeA7WxWR5MAaLh6cm3S1kYmu8pump,2024-10-19 22:52:00,2024-11-14 22:05:00,37393.0,37394,100.00267429732838,60.0,1.0,8.337817112343884e-06,0.0017047888510972,0.6299868313504879
46RN3PxRWtoPhu4jeA7WxWR5MAaLh6cm3S1kYmu8pump,2024-10-19 22:52:00,2024-11-15 12:57:00,38285.0,38286,100.00261198902965,60.0,1.0,8.337817112343884e-06,0.0017047888510972,0.6356256045266391
47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,2024-10-28 13:25:00,2024-11-14 20:19:00,24894.0,24895,100.0040170322166,60.0,1.0,3.207701934130995e-05,0.0050510328261769,1.6147601184068698
47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,2024-10-28 13:25:00,2024-11-15 08:01:00,25596.0,25597,100.00390686044693,60.0,1.0,3.207701934130995e-05,0.0050510328261769,1.6434290234154216
4AyViLduWHAiR6MhS8upSTx6A9C4dvMUa1F9Krzgpump,2024-10-28 17:40:00,2024-11-14 21:27:00,24707.0,24708,100.00404743594933,60.0,1.0,4.1839870650061e-06,0.0001757978561804,0.938281781255666
4AyViLduWHAiR6MhS8upSTx6A9C4dvMUa1F9Krzgpump,2024-10-28 17:40:00,2024-11-15 11:12:00,25532.0,25533,100.00391665361114,60.0,1.0,4.1839870650061e-06,0.0001757978561804,0.924454438019787
4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,2024-10-24 18:21:00,2024-11-14 21:30:00,30429.0,30430,100.00328633869006,60.0,1.0,0.0001341547733851,0.0434411371081761,2.164953870631552
4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,2024-10-24 18:21:00,2024-11-15 11:20:00,31259.0,31260,100.00319907866535,60.0,1.0,0.0001341547733851,0.0434411371081761,2.1561373760433007
4e4pi2xRnNqVvNfLUcLCbXNiFfgNQuBCedUeJgE4pump,2024-10-15 21:58:00,2024-11-14 21:57:00,43199.0,43200,100.00231486839972,60.0,1.0,1.2230032805249407e-05,0.0014149724734389,1.1375123359286723
4e4pi2xRnNqVvNfLUcLCbXNiFfgNQuBCedUeJgE4pump,2024-10-16 12:35:00,2024-11-15 12:34:00,43199.0,43200,100.00231486839972,60.0,1.0,1.2230032805249407e-05,0.0014149724734389,1.1121012713026521
4EAbchR1spQ3UGq4AD2z6uScmQFenWYuGB15wPAapump,2024-10-29 19:21:00,2024-11-14 21:34:00,23173.0,23174,100.00431536702197,60.0,1.0,3.5261765344270296e-06,0.0001115070516268,0.42587148737252717
4EAbchR1spQ3UGq4AD2z6uScmQFenWYuGB15wPAapump,2024-10-29 19:21:00,2024-11-15 11:27:00,24006.0,24007,100.00416562526036,60.0,1.0,3.5261765344270296e-06,0.0001115070516268,0.41806607973405374
4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,2024-10-29 01:52:00,2024-11-14 19:37:00,24105.0,24106,100.0041485169052,60.0,1.0,0.0003063019256363,0.0198797088719419,0.6330801281678935
4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,2024-10-29 01:52:00,2024-11-15 06:02:00,24730.0,24731,100.00404367165385,60.0,1.0,0.0003063019256363,0.0198797088719419,0.6234885501008988
4kHu4VktgzpZW9i8LEsHZrNLJcTV98nGhyZE5JSEpump,2024-10-16 01:27:00,2024-11-14 20:54:00,42927.0,42928,100.00232953618935,60.0,1.0,2.53527165808367e-05,0.007905135007708,0.9457551685719628
4kHu4VktgzpZW9i8LEsHZrNLJcTV98nGhyZE5JSEpump,2024-10-16 09:36:00,2024-11-15 09:35:00,43199.0,43200,100.00231486839972,60.0,1.0,0.0001703075588654,0.007905135007708,0.9210785292220601
4L4FU9jwtMdCzbQ7VLY8xetqVsJa8TBu5LgBwp9dpump,2024-10-29 07:52:00,2024-11-14 20:51:00,23819.0,23820,100.00419832906505,60.0,1.0,4.436534974840655e-06,0.0001774745842253,1.15551110616391
4L4FU9jwtMdCzbQ7VLY8xetqVsJa8TBu5LgBwp9dpump,2024-10-29 07:52:00,2024-11-15 09:28:00,24576.0,24577,100.00406901041667,60.0,1.0,4.436534974840655e-06,0.0001774745842253,1.1507249412717864
4LzqcMvVM56wSDVpnRfK6VwLKyxJkcDCJuQMaEDkpump,2024-10-29 12:41:00,2024-11-14 20:01:00,23480.0,23481,100.00425894378193,60.0,1.0,1.7958130184809696e-05,0.0006048339566006,0.8105522299980702
4LzqcMvVM56wSDVpnRfK6VwLKyxJkcDCJuQMaEDkpump,2024-10-29 12:41:00,2024-11-15 07:09:00,24148.0,24149,100.00414112970017,60.0,1.0,1.7958130184809696e-05,0.0006048339566006,0.8012034934548239
4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,2024-10-27 01:01:00,2024-11-14 21:35:00,27154.0,27155,100.00368269868159,60.0,1.0,2.157503164011287e-05,0.0011345881156647,1.2078804827089156
4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,2024-10-27 01:01:00,2024-11-15 11:35:00,27994.0,27995,100.0035721940416,60.0,1.0,2.157503164011287e-05,0.0011345881156647,1.344439641393846
4QeK5x94xw6PrqJE6jjsVhswXN8qvsgCeqVyfokgpump,2024-10-28 14:38:00,2024-11-14 21:41:00,24903.0,24904,100.00401558045215,60.0,1.0,2.0470174754213395e-05,0.0012774666360797,0.9697373676678299
4QeK5x94xw6PrqJE6jjsVhswXN8qvsgCeqVyfokgpump,2024-10-28 14:38:00,2024-11-15 11:50:00,25752.0,25753,100.00388319353837,60.0,1.0,2.0470174754213395e-05,0.0012774666360797,0.944374772418958
4qNX615pV1oufdodNoiBzUsrUE3ww57DYg6LsUtupump,2024-10-19 18:05:00,2024-11-14 21:41:00,37656.0,37657,100.00265561929042,60.0,1.0,0.0002046681086622,0.0131231569111148,1.2990874234466614
4qNX615pV1oufdodNoiBzUsrUE3ww57DYg6LsUtupump,2024-10-19 18:05:00,2024-11-15 11:49:00,38504.0,38505,100.00259713276543,60.0,1.0,0.0002046681086622,0.0131231569111148,1.3057916782026495
4qrZ4UR7GghR7o522gbbfWYemP7yquHE8T7r6XQmVwNm,2024-10-29 14:53:00,2024-11-14 21:07:00,23414.0,23415,100.00427094900486,60.0,1.0,3.3158060081122262e-06,0.000597998038316,4.065729801044271
4qrZ4UR7GghR7o522gbbfWYemP7yquHE8T7r6XQmVwNm,2024-10-29 14:53:00,2024-11-15 10:12:00,24199.0,24200,100.00413240216537,60.0,1.0,3.3158060081122262e-06,0.000597998038316,4.068729842157115
4TcqMXdZBjxirf2vtYikWt1ix3YoHJoFAZwrqe39pump,2024-10-23 22:52:00,2024-11-14 21:54:00,31622.0,31623,100.00316235532225,60.0,1.0,0.0001401299467602,0.0267095031442306,1.613841803996759
4TcqMXdZBjxirf2vtYikWt1ix3YoHJoFAZwrqe39pump,2024-10-23 22:52:00,2024-11-15 12:27:00,32495.0,32496,100.00307739652254,60.0,1.0,0.0001401299467602,0.0267095031442306,1.633774125288807
4Y47LEufvcSSSbTFojcvW4Y6x2KZXrqG2urNBSvHpump,2024-10-29 22:36:00,2024-11-14 22:18:00,23022.0,23023,100.00434367127096,60.0,1.0,1.4054219021641236e-05,0.0094115617083612,0.6611210019102387
4Y47LEufvcSSSbTFojcvW4Y6x2KZXrqG2urNBSvHpump,2024-10-29 22:36:00,2024-11-15 13:36:00,23940.0,23941,100.00417710944028,60.0,1.0,1.4054219021641236e-05,0.0094115617083612,0.6663700014406543
4yyB8a6vmTZ5RL6UkPx4eSy57cLqWk2f8LuKnED5pump,2024-10-28 19:07:00,2024-11-14 20:35:00,24568.0,24569,100.00407033539564,60.0,1.0,6.207838115494234e-06,0.0011997009058681,3.3308732769768734
4yyB8a6vmTZ5RL6UkPx4eSy57cLqWk2f8LuKnED5pump,2024-10-28 19:07:00,2024-11-15 08:43:00,25296.0,25297,100.0039531941809,60.0,1.0,6.207838115494234e-06,0.0011997009058681,3.323246429346381
54rRHktmCL8jKyMJxnBSSZ4zR8mxasR1CUx5qJuCHPze,2024-10-27 23:00:00,2024-11-14 20:09:00,25749.0,25750,100.00388364596684,60.0,1.0,6.304687059352997e-05,0.0031895349802053,1.3726969018949915
54rRHktmCL8jKyMJxnBSSZ4zR8mxasR1CUx5qJuCHPze,2024-10-27 23:00:00,2024-11-15 07:31:00,26431.0,26432,100.00378343611669,60.0,1.0,6.304687059352997e-05,0.0031895349802053,1.382121693042899
55mboDZnLzV5uFsH8egLcW2Q6Yh5UUeM86DndJcbpump,2024-10-29 17:54:00,2024-11-14 20:48:00,23214.0,23215,100.00430774532609,60.0,1.0,4.092127695938121e-06,0.0001500610349042,0.5711502865090549
55mboDZnLzV5uFsH8egLcW2Q6Yh5UUeM86DndJcbpump,2024-10-29 17:54:00,2024-11-15 09:20:00,23966.0,23967,100.00417257781858,60.0,1.0,4.092127695938121e-06,0.0001500610349042,0.5621704854159504
59LjgLwuWGnvW2rBZqCyt1JZETj3U2Yajb2uqUbmpump,2024-10-29 02:13:00,2024-11-14 20:30:00,24137.0,24138,100.00414301694494,60.0,1.0,1.020984056264158e-05,0.0004683919212817,0.8458241961182689
59LjgLwuWGnvW2rBZqCyt1JZETj3U2Yajb2uqUbmpump,2024-10-29 02:13:00,2024-11-15 08:28:00,24855.0,24856,100.004023335345,60.0,1.0,1.020984056264158e-05,0.0004683919212817,0.8316682150894149
5auoDa6TKL3FsdZiRr11PDWNiDrYBgK6xWzVvVZJpump,2024-10-22 18:54:00,2024-11-14 21:49:00,33295.0,33296,100.00300345397206,60.0,1.0,6.664444984748834e-05,0.0045154851836242,0.8745921159605154
5auoDa6TKL3FsdZiRr11PDWNiDrYBgK6xWzVvVZJpump,2024-10-22 18:54:00,2024-11-15 12:12:00,34158.0,34159,100.00292757187188,60.0,1.0,6.603632497718198e-05,0.0045154851836242,0.8963249663098657
5cdU1CWGFxcgAG3vLbrTi48AsH1ZL2oMRAGDJLrWpump,2024-10-28 16:44:00,2024-11-14 21:25:00,24761.0,24762,100.00403860910303,60.0,1.0,6.83547965107281e-06,0.0002709071974677,0.9879453893355291
5cdU1CWGFxcgAG3vLbrTi48AsH1ZL2oMRAGDJLrWpump,2024-10-28 16:44:00,2024-11-15 11:05:00,25581.0,25582,100.00390915132324,60.0,1.0,6.83547965107281e-06,0.0002709071974677,0.987843861513264
